ticker,tipo_provento,data_com,data_pagamento,valor
GPAR3,REST CAP DIN,1669334400000000000,1670198400000000000,7.058086
GPAR3,DIVIDENDO,1656547200000000000,1657152000000000000,15.152681
GPAR3,DIVIDENDO,1651190400000000000,1656374400000000000,0.517551
GPAR3,DIVIDENDO,1619740800000000000,1624924800000000000,0.507241
GPAR3,REST CAP DIN,1596153600000000000,1597363200000000000,0.912336
GPAR3,Amortiza����o,1596153600000000000,1597363200000000000,0.912336
GPCP3,DIVIDENDO,1619568000000000000,3439324800000000000,0.84109
GPCP3,DIVIDENDO,1619568000000000000,1620345600000000000,0.142
GPCP3,DIVIDENDO,1595894400000000000,1609372800000000000,0.3067
GPCP4,DIVIDENDO,1619568000000000000,3439324800000000000,0.893992
GPCP4,DIVIDENDO,1619568000000000000,1620345600000000000,0.15093
GPCP4,DIVIDENDO,1595894400000000000,1609372800000000000,1.5604
GPCP4,DIVIDENDO,1556582400000000000,1575331200000000000,1.670338
GRND3,JRS CAP PROPRIO,1714608000000000000,1715731200000000000,0.105303
GRND3,DIVIDENDO,1714608000000000000,1715731200000000000,0.056327
GRND3,JRS CAP PROPRIO,1700524800000000000,1701820800000000000,0.022169
GRND3,DIVIDENDO,1700524800000000000,1701820800000000000,0.035374
GRND3,DIVIDENDO,1692576000000000000,1693958400000000000,0.018995
GRND3,DIVIDENDO,1684713600000000000,1686096000000000000,0.075509
GRND3,DIVIDENDO,1682985600000000000,1684281600000000000,1.113144
GRND3,JRS CAP PROPRIO,1682985600000000000,1684281600000000000,0.121929
GRND3,DIVIDENDO,1667433600000000000,1669161600000000000,0.065507
GRND3,JRS CAP PROPRIO,1667433600000000000,1669161600000000000,0.037706
GRND3,DIVIDENDO,1660176000000000000,1661904000000000000,0.008478
GRND3,JRS CAP PROPRIO,1660176000000000000,1661904000000000000,0.019962
GRND3,DIVIDENDO,1652054400000000000,1653436800000000000,0.05176
GRND3,JRS CAP PROPRIO,1652054400000000000,1653436800000000000,0.041012
GRND3,JRS CAP PROPRIO,1651449600000000000,1652832000000000000,0.080917
GRND3,DIVIDENDO,1651449600000000000,1652832000000000000,0.000246
GRND3,DIVIDENDO,1639612800000000000,1640649600000000000,0.079441
GRND3,DIVIDENDO,1636070400000000000,1637712000000000000,0.149262
GRND3,DIVIDENDO,1628121600000000000,1629244800000000000,0.037357
GRND3,DIVIDENDO,1620604800000000000,1621382400000000000,0.090861
GRND3,JRS CAP PROPRIO,1619049600000000000,1620777600000000000,0.122018
GRND3,DIVIDENDO,1619049600000000000,1620777600000000000,0.386895
GRND3,DIVIDENDO,1604534400000000000,1605657600000000000,0.023872
GRND3,JRS CAP PROPRIO,1588636800000000000,1589932800000000000,0.121949
GRND3,DIVIDENDO,1588636800000000000,1589932800000000000,0.021885
GRND3,DIVIDENDO,1572825600000000000,1574121600000000000,0.104
GRND3,DIVIDENDO,1565222400000000000,1566345600000000000,0.017048
GRND3,DIVIDENDO,1557360000000000000,1558483200000000000,0.040753
GRND3,JRS CAP PROPRIO,1555977600000000000,1557273600000000000,0.144098
